City,Latitude,Longitude,LST,NDVI,NDBI,NDWI
Lucknow,26.799498651486232,80.70889511059397,43.32785296999998,0.1881344537815126,-0.012503401555405967,-0.2065263768709573
Lucknow,26.914724289989852,80.91280841331316,45.43848032000005,0.21091465035894708,-0.023772057997077666,-0.22702320412218369
Lucknow,26.802973544046505,80.81341460343563,39.37491283999998,0.21201022735125424,-0.02393601494541421,-0.2178169698652965
Lucknow,26.849349260137913,80.73169131417238,39.29629838000005,0.17426362788218047,-0.01670368981334564,-0.20944438724733175
Lucknow,26.898104370105294,80.81273673845718,39.73380494000003,0.25732295142751205,-0.10474018569799641,-0.24472341518922291
Lucknow,26.729145310459547,80.90185926009569,46.22804294000002,0.1571033529208434,-0.011665508174922179,-0.17648092501801185
Lucknow,26.93959925035896,80.92720851881766,40.76262896000003,0.3075071708812766,-0.15550246204947407,-0.30265405334384443
Lucknow,26.912556412577047,80.89672621593378,47.23635883999998,0.16945666276383659,0.00775943079608001,-0.18971123201236198
Lucknow,26.928780145213167,81.02682347879954,44.87450702000001,0.16051805337519623,0.0014071030562278382,-0.18854463238988445
Lucknow,26.91814195925045,80.91430592427207,44.34813194000003,0.14839628442890895,-0.014061160331523293,-0.1752119766825649
Lucknow,26.909262547627026,80.85525257434811,44.41307432000002,0.13831294269156472,-0.0022110096944271216,-0.17216457248947387
Lucknow,26.900484113747513,80.93840499250742,45.84522470000002,0.1397237401335762,-0.03913088606719026,-0.15006701129618993
Lucknow,26.850666049611885,80.77116609293158,39.58683008000003,0.13223167864357385,-0.01273696682464455,-0.15207062708494795
Lucknow,26.72882690521213,80.99222960765141,45.03857198000003,0.13822493395395646,0.01567960834976542,-0.17170376365843787
Lucknow,26.837126959705017,80.76680698840278,43.028776220000054,0.12819575220160284,0.05437642070850254,-0.1646063351262936
Lucknow,26.904174707295248,80.83318086638158,45.14453060000005,0.15153988635293378,0.03326129355331822,-0.19261282351411108
Lucknow,26.79504521512128,81.03098133078603,41.86323140000002,0.12650602409638553,0.009592185017360089,-0.15689981096408318
Lucknow,26.955240939759396,80.79738690215702,41.91108368000005,0.26553831027459796,-0.10335537594905707,-0.2617722228057277
Lucknow,26.957481902758424,81.0319073955184,43.616675660000055,0.16206896551724137,0.0014535696315760049,-0.18871252204585537
Lucknow,26.787128951890132,80.84834731585278,46.453632260000006,0.147569606834409,0.0339125413407528,-0.18591313313571337
Lucknow,26.748216536093015,80.941404489322,41.39838068000006,0.17621997064193906,-0.01688462431323996,-0.19250803099874772
Lucknow,26.996372188501155,81.0141195662087,43.702126160000034,0.17166049898531693,-0.011490699232235791,-0.20963766329800346
Lucknow,26.70540738000853,80.99247117955257,45.018063859999984,0.1340860973888497,0.016408107535488124,-0.20767696621094314
Lucknow,26.95285578312908,81.0442696324265,45.06249811999999,0.09921948912015137,0.04903189503030923,-0.14456347740426057
Lucknow,27.03577330959496,80.74153411356869,45.43506230000003,0.12832466678620524,0.04851188226103173,-0.18316567954623797
Lucknow,26.883231598893122,81.01989847081988,44.10887054,0.07356873500171408,0.02436288865349866,-0.1074333404059693
Lucknow,26.870402129100817,80.96120992403925,44.621573539999986,0.1857774502579219,-0.06004809117559867,-0.19245590632873869
Lucknow,26.894902176553487,80.71889064934537,40.031172680000054,0.21128888278514044,-0.032122169562927856,-0.22901135651083399
Lucknow,26.92273250888324,81.03272669832528,43.95505964000006,0.10151515151515152,0.03605914737843369,-0.1428473788531201
Lucknow,26.960676133639275,81.04333302749232,42.22554151999998,0.22855530474040633,-0.06666666666666667,-0.23412698412698413
Lucknow,26.80210203826456,80.87232026054212,46.419452060000026,0.1323308731203871,0.04752827223782168,-0.17362874555611985
Lucknow,26.869273798860167,80.9743984592302,44.173812920000046,0.0684148842660416,0.023237125828701532,-0.09541511771995044
Lucknow,26.80873589099124,80.74937681008453,45.8281346,0.12541140331630254,0.03244583378247278,-0.18276452760574516
Lucknow,26.946518213569874,81.00476874791461,42.85445720000001,0.0869697894415624,0.023895648361284664,-0.12643096578331542
Lucknow,26.893305790848892,81.0082587780389,44.146468760000005,0.07777314428690575,0.027713336259326603,-0.11169259445121514
Lucknow,26.952196060008855,80.75790675566653,39.51846968000001,0.19267471232107775,-0.03636862482090053,-0.20386699245724
Lucknow,26.93855807681267,80.75200302715284,35.97740096000001,0.30032583049323996,-0.14568553044052138,-0.27109646714259567
Lucknow,26.784339725799004,81.02280176566288,44.72411413999998,0.17482995522439074,-0.027317831310897243,-0.19775586298219325
Lucknow,27.014657072804916,80.97429849084592,42.40327855999999,0.13680511182108626,0.02193512919186366,-0.16969099276791585
Lucknow,27.011005776244684,80.95593408395857,43.12448078,0.17748010349457963,-0.03408404521529036,-0.210627336094555
Lucknow,26.952469488944974,80.99705641686259,44.026838060000046,0.155727981018949,0.006696244040893935,-0.1904227212681638
Lucknow,26.701805274750985,80.93773151815829,48.00712235000003,0.1166467363451414,0.0445805705781522,-0.16316164099909408
Lucknow,26.757463602736504,80.718406930638,47.96781512000001,0.12659117093320596,0.030915375504580504,-0.1964189794091316
Lucknow,26.872167348536127,80.84719052493152,42.90914552000004,0.17395124808800078,-0.005715560264309812,-0.1948327260682345
Lucknow,26.714316703623425,80.77824790066222,39.22964698999999,0.2857142857142857,-0.13500309416017978,-0.2571882102528951
Lucknow,26.82781359079821,80.78521474127012,35.74497560000003,0.26487154828960024,-0.09734513274336283,-0.2611464968152866
Lucknow,26.845352778574615,80.98796297498991,43.78757666000001,0.12515666965085048,-0.010289389067524116,-0.14521067210963698
Lucknow,26.902303243527186,80.88865696522898,47.85502045999999,0.14131528400256105,0.053525827412707644,-0.18887159780226762
Lucknow,26.794434470977567,80.86347644572405,43.10739067999998,0.14616683552853765,-0.01717368499925071,-0.16934844778279295
Lucknow,26.980030914936616,80.82265743638052,43.23385742000005,0.1972798142312158,-0.013450144610114284,-0.2137068298752396
Lucknow,26.84604849598852,80.78430775495083,41.41205276000005,0.22424885587318433,-0.04064948976715341,-0.23841792747156898
Lucknow,26.861348546499503,81.01661828638845,42.65963006000004,0.14178168130489335,-0.01717018039556618,-0.1580472975361448
Lucknow,26.94515987279364,80.98145000720635,41.67865832000001,0.22762645914396887,-0.041669038538168154,-0.23475033738191634
Lucknow,27.01762043614638,81.03449066718598,46.04005184000005,0.1212479155086159,0.018042413362947637,-0.15214907896615737
Lucknow,26.96774791883657,80.84061650523593,46.14942847999998,0.25451763097059876,-0.07272119828498246,-0.26394173992914316
Lucknow,26.86792406045269,81.0090197381969,43.917461419999995,0.09168298930239566,-0.02168012126767018,-0.11012372160723177
Lucknow,27.0316777423492,80.94645499541205,43.08346454000002,0.13805194402209328,0.030633011761596406,-0.18519954758442397
Lucknow,26.844554343797807,80.75953933357148,41.59662584,0.17357087840326849,-0.008112306541625914,-0.19689880118856518
Lucknow,26.956861032223422,80.95984806673924,42.90914552000004,0.30361761231201506,-0.10954697393809278,-0.29075906547374414
Lucknow,26.97268827830271,80.84739455578095,46.90481090000003,0.1711219117051438,0.006727163427131938,-0.19788717807084166
Lucknow,26.92012532590651,80.93764202257796,44.94970346000002,0.14878167458921285,-0.033052844160215415,-0.16121221293178464
Lucknow,26.712855394742085,80.73743135626178,46.04517887000003,0.17691792355465424,-0.03636856454981744,-0.1924855067146107
Lucknow,26.96507310043719,80.97993292772053,37.07458538000003,0.28073762873182884,-0.1121944919768831,-0.2600775477357524
Lucknow,26.917792725265034,80.9561797902709,43.763650520000056,0.1304040439746898,-0.013630024090275136,-0.14921296629051967
Lucknow,26.74649049914021,80.75736597618796,38.27089238000002,0.2642763793397352,-0.11413406329282948,-0.2477101947736364
Lucknow,26.78248625805099,80.86893791737363,44.71044205999999,0.1433561909690775,0.007608298941576125,-0.17256020699263583
Lucknow,26.811366712740956,80.78153001826841,45.70850389999998,0.14741937511787265,0.03830549554771063,-0.18531025749261293
Lucknow,26.765322272111668,80.79977417531782,45.99219956000002,0.11986676330439341,0.049861967002917666,-0.16677377892030848
Lucknow,26.82912349979331,80.84615130337353,41.82563318000001,0.2585290874461189,-0.07938327506161517,-0.2602134707397865
Lucknow,26.767358898757532,81.04746059064236,45.342775759999995,0.12107512993203555,0.026361475387943697,-0.16481339468302658
Lucknow,26.87850701424365,80.88111780606464,44.40965630000005,0.07026086956521739,0.012230747006516645,-0.10235374198402178
Lucknow,26.796126753969148,80.96899232963098,41.07366878000005,0.19460559029608981,-0.03868199534898955,-0.20522955305564
Lucknow,27.011550398754714,80.99174142314637,40.56438380000003,0.21045372564274853,-0.07119832253622509,-0.22151243710074586
Lucknow,26.748537178060495,80.95994450225716,43.042448300000046,0.1591802023981631,0.0021668472372697724,-0.18615336419645653
Lucknow,26.83335519275452,81.02081069764978,43.86960914000002,0.10791753408098852,0.009277886203272781,-0.1381855812349086
Lucknow,26.805127018064546,80.73535789087049,44.12254261999999,0.11604100824789948,0.03948625411315147,-0.1672363753627862
